CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
57425	62770	303	0.5155	88.138
58915	61906	303	0.8657	-0.050
51951	76977	305	0.8837	0.002
6719	22348	306	0.7841	-14.016
22348	28558	306	0.7954	-14.016
6719	16728	306	0.8491	0.000
59701	60076	307	0.5908	57.017
45147	47495	307	0.7212	1.001
47495	52599	307	0.7938	-14.014
48999	59701	307	0.619	-90.034
48999	52599	307	0.7688	-90.036
53944	59097	307	0.6315	-90.034
44228	52448	307	0.5953	-91.043
47495	59701	307	0.6771	-14.012
47495	48999	307	0.8179	76.022
48999	60076	307	0.7259	-33.018
44228	47495	307	0.7182	-76.021
48999	52189	307	0.6901	-0.033
48999	53944	307	0.7238	-1.009
52599	60076	307	0.598	57.018
44228	60076	307	0.7172	-33.016
43567	48999	307	0.6742	75.042
52599	59701	307	0.8318	0.001
39636	47495	307	0.6468	-0.003
45147	53944	307	0.725	76.013
45147	48999	307	0.5846	77.023
43567	47495	307	0.6386	-0.980
44228	52189	307	0.7039	-0.032
52599	54850	307	0.6014	-0.001
52448	53944	307	0.6382	90.035
44228	52599	307	0.6658	-90.034
45147	52448	307	0.6267	-14.021
52189	60076	307	0.6087	-32.984
52599	53944	307	0.5831	89.026
44228	48999	307	0.7646	0.001
47495	52189	307	0.6163	75.989
43567	44228	307	0.6062	75.041
47495	53944	307	0.6356	75.013
43567	52599	307	0.6405	-14.994
45147	59097	307	0.6248	-14.021
39636	39951	307	0.6938	0.006
42983	43200	308	0.7152	-325.141
8026	9387	308	0.7291	-26.018
5708	9387	308	0.733	-86.111
13223	27515	308	0.7208	-31.073
22422	27515	308	0.7128	-41.874
22422	100426	308	0.7577	-210.270
5708	84152	308	0.73	-219.242
22422	34942	308	0.7577	-162.034
14899	45460	308	0.7069	-109.695
34942	62511	308	0.7509	-35.938
45460	48495	308	0.7126	128.798
17852	19642	308	0.7117	-82.027
34942	45653	308	0.7011	-61.114
14899	102667	308	0.7586	-132.349
9387	102667	308	0.7317	-268.326
42983	79948	308	0.7122	-125.067
17852	44235	308	0.7661	102.011
45653	102667	308	0.7879	-109.173
13223	34942	308	0.7062	-151.234
9387	14899	308	0.7543	-135.977
15955	17852	308	0.7051	-82.084
45460	99815	308	0.7061	-116.681
8026	18205	308	0.7228	-38.874
22422	83809	308	0.779	-392.089
15288	32694	308	0.7205	-5.987
8798	22422	308	0.7118	172.996
37020	44235	308	0.7246	249.183
9106	84152	308	0.7206	-196.197
32694	37020	308	0.7172	-165.222
27515	32694	308	0.7178	-28.070
15363	45653	308	0.7857	-139.222
8798	79948	308	0.7245	-100.122
14006	14899	308	0.7312	-15.995
5708	102667	308	0.7342	-354.437
34942	102667	308	0.7155	-170.287
17186	99815	308	0.708	-264.609
22422	79164	308	0.7202	-164.078
26896	102667	308	0.7036	-228.496
27064	52390	312	0.5175	-5.134
52390	58445	312	0.7327	-14.020
10262	93950	314	0.5904	-226.578
54402	86451	314	0.6086	-219.511
86451	93950	314	0.5863	-138.149
5008	8622	315	0.6067	32.999
67896	69980	317	0.7425	-0.000
6919	7205	317	0.6089	-41.956
25670	27618	317	0.6396	-0.004
7205	69980	317	0.5816	-152.226
46393	49692	317	0.5917	143.137
6919	49664	317	0.5679	-146.144
6919	25670	317	0.6054	-221.149
49664	49692	317	0.6056	18.121
15775	16091	318	0.6162	-1.001
15775	15776	318	0.8274	-1.997
15765	16091	318	0.7264	1.999
15776	16091	318	0.5905	0.996
15765	15775	318	0.5998	2.999
15765	15776	318	0.6152	1.002
54440	89284	319	0.9261	-162.163
86804	95167	319	0.9355	-56.061
79308	89284	319	0.9228	-42.047
86804	89284	319	0.9332	-58.043
77210	89284	319	0.9352	-100.090
77210	86804	319	0.9219	-42.047
70381	89284	319	0.9392	-128.121
70381	77210	319	0.9396	-28.031
93175	95167	319	0.9442	-14.014
77210	95167	319	0.9366	-98.109
70381	103854	319	0.9264	-84.111
70381	86804	319	0.9317	-70.078
70381	79072	319	0.927	-84.057
70381	95167	319	0.935	-126.140
945	79740	320	0.6148	-36.649
945	35756	320	0.6082	278.775
62567	67721	322	0.5221	-1.014
64867	69604	322	0.5499	-2.016
35589	62567	322	0.527	-237.247
64867	67721	322	0.5293	12.000
62267	62567	322	0.5576	-69.062
5356	5391	324	0.8011	1.001
30431	69078	324	0.8381	-18.010
20913	88687	324	0.8628	0.000
64418	84920	324	0.8454	0.000
30431	63974	324	0.8404	-18.010
73331	84498	324	0.8465	-18.011
5391	63861	324	0.8588	4.031
5391	69365	324	0.8479	4.031
63974	84498	324	0.8485	0.000
51485	68318	324	0.8017	0.000
20913	30431	324	0.9783	-0.000
69365	92035	324	0.8369	0.000
20591	68318	324	0.8571	0.000
51485	64418	324	0.9207	0.000
68318	102604	324	0.7902	-0.086
64418	73367	324	0.8775	0.000
69365	84498	324	0.8501	-18.011
30431	69365	324	0.8959	0.000
69365	84499	324	0.974	-0.000
20913	69078	324	0.8784	-18.011
88687	92035	324	0.8614	0.000
20913	92035	324	0.8809	0.000
20591	51485	324	0.8898	0.000
63861	73331	324	0.9751	0.000
63974	69078	324	0.9317	0.000
102604	106252	324	0.8205	0.000
69078	84499	324	0.9287	18.011
63861	63974	324	0.9436	-18.011
68318	73367	324	0.9019	0.000
20913	84498	324	0.8011	-18.011
94152	106252	324	0.8393	0.000
73331	84499	324	0.9767	-0.000
69365	73331	324	0.9779	0.000
20913	73331	324	0.9459	0.000
20913	63861	324	0.9465	0.000
69078	84498	324	0.8458	0.000
51485	73367	324	0.7821	0.000
73367	94152	324	0.8162	-0.086
63974	73331	324	0.931	18.011
5391	73331	324	0.8495	4.031
84499	92035	324	0.865	0.000
94152	102604	324	0.9019	0.000
30431	84499	324	0.9118	0.000
30431	63861	324	0.9018	0.000
20913	84499	324	0.9577	0.000
30431	73331	324	0.9012	0.000
73367	102604	324	0.8401	-0.086
69078	69365	324	0.9322	18.011
5356	51485	324	0.8285	4.029
73331	92035	324	0.8511	0.000
30431	88687	324	0.8389	0.000
20913	63974	324	0.881	-18.011
20591	73367	324	0.8399	0.000
69078	73331	324	0.9284	18.011
20591	84920	324	0.7833	0.000
63861	84499	324	0.982	0.000
5356	84920	324	0.8163	4.029
84498	84499	324	0.8476	18.011
20913	69365	324	0.9405	0.000
30431	92035	324	0.8351	0.000
63861	92035	324	0.8392	0.000
51485	84920	324	0.9462	0.000
20591	64418	324	0.8881	0.000
63861	69078	324	0.9408	-18.011
5391	84499	324	0.8487	4.031
63974	84499	324	0.9308	18.011
63861	69365	324	0.9746	0.000
64418	68318	324	0.8832	0.000
63974	69365	324	0.935	18.011
63861	84498	324	0.8582	-18.011
30128	37302	328	0.7994	0.000
37302	45050	328	0.8116	0.000
27526	37302	328	0.7949	0.000
27526	30128	328	0.9964	0.000
64515	65917	331	0.7154	0.908
63255	64515	331	0.8657	0.079
61136	62918	331	0.8076	-0.058
63255	65917	331	0.6933	0.987
61136	65917	331	0.8315	-0.093
61136	64515	331	0.7046	-1.001
48864	50538	332	0.6918	-1.001
74283	84810	336	0.8238	194.025
56093	67859	336	0.8581	-192.024
84808	84832	336	0.9272	1.997
84810	84820	336	0.8434	-196.022
67419	84820	336	0.845	-1.995
22119	22291	336	0.8954	1.991
74281	84803	336	0.8192	196.022
77081	88833	336	0.8802	194.025
67419	84810	336	0.8137	194.026
67784	84801	336	0.751	-3.995
56111	74281	336	0.865	-196.021
56111	88833	336	0.8479	1.004
74280	84808	336	0.9018	-1.998
56111	56429	336	0.8593	1.002
56118	74281	336	0.8442	-194.021
26496	26497	336	0.7024	-1.991
84808	84820	336	0.8486	-0.993
56093	67419	336	0.8443	-194.022
80241	88833	336	0.8376	194.024
67419	84861	336	0.8812	0.001
56111	84808	336	0.899	-196.021
30762	31943	336	0.7619	-1.999
74281	84832	336	0.897	1.997
67419	74283	336	0.8724	0.002
56111	67784	336	0.7978	-194.023
67784	84803	336	0.8335	194.024
22291	22329	336	0.7574	-1.013
74314	84820	336	0.8242	-0.001
56118	84808	336	0.8872	-194.021
77081	84849	336	0.9281	0.001
18645	32007	336	0.6631	18.017
26497	32007	336	0.6331	17.991
18702	20040	336	0.6081	3.996
74283	84861	336	0.9314	-0.001
56429	77081	336	0.9035	-194.023
80165	84832	336	0.8121	1.016
56093	84820	336	0.8545	-196.017
67859	74283	336	0.8803	-1.997
18645	84803	336	0.7701	38.054
56118	67784	336	0.794	-192.023
74281	84808	336	0.8749	-0.000
84803	84808	336	0.8274	-196.022
56118	84832	336	0.8951	-192.024
56093	77081	336	0.8652	-192.024
22329	22330	336	0.7264	-1.988
67419	77081	336	0.8547	1.998
26495	26496	336	0.7064	-0.998
56429	74283	336	0.8861	-196.019
74280	84832	336	0.9042	-0.000
56093	84861	336	0.91	-194.021
84849	84861	336	0.9356	-1.998
56093	56118	336	0.8264	-1.003
80241	84849	336	0.8171	0.000
56429	67419	336	0.858	-196.021
22291	31943	336	0.7287	0.021
56093	88833	336	0.853	2.001
74283	88833	336	0.8573	196.021
74280	84803	336	0.8118	194.024
84810	84861	336	0.8552	-194.026
56111	84803	336	0.8425	0.001
56429	88833	336	0.8932	0.002
77081	80241	336	0.8325	0.001
20040	25971	336	0.6416	-1.983
56429	84861	336	0.9006	-196.020
67859	80241	336	0.8345	-0.000
67419	84849	336	0.8629	1.999
26495	30762	336	0.7418	16.011
56093	74283	336	0.8889	-194.020
56093	56429	336	0.8939	1.999
56111	84832	336	0.9064	-194.024
67784	74281	336	0.7944	-1.998
74280	80165	336	0.7903	-1.016
67859	84861	336	0.8928	-1.998
56429	67859	336	0.9058	-194.022
18702	19215	336	0.6003	1.980
25971	30762	336	0.7327	17.993
18645	19343	336	0.7329	-1.987
67419	67859	336	0.8578	1.998
22119	30762	336	0.7441	4.011
74280	74281	336	0.8862	-1.997
84861	88833	336	0.8705	196.022
67419	88833	336	0.8377	196.023
56429	84849	336	0.9145	-194.022
25971	31943	336	0.7524	15.994
84820	84832	336	0.8321	2.991
74283	77081	336	0.9108	1.996
56118	84803	336	0.8233	2.001
20040	26495	336	0.6551	-0.001
56093	84849	336	0.882	-192.023
56111	74280	336	0.8623	-194.023
84849	88833	336	0.8839	194.024
67859	84849	336	0.9013	0.000
26496	32007	336	0.6421	16.000
84803	84832	336	0.8295	-194.025
26495	31943	336	0.7496	14.012
22291	30762	336	0.7472	2.020
74283	84849	336	0.9097	1.997
56111	56118	336	0.8863	-2.000
67859	77081	336	0.8969	-0.001
25971	26495	336	0.8451	1.982
67859	88833	336	0.8884	194.024
56429	84810	336	0.8383	-1.994
74283	84820	336	0.8877	-1.997
56118	74280	336	0.8466	-192.024
84820	84849	336	0.8294	3.994
84820	84861	336	0.8928	1.996
77081	84861	336	0.9315	-1.997
18187	94181	339	0.6993	-201.265
55515	86493	339	0.6893	149.517
56785	87400	339	0.6962	-6.084
15359	18187	339	0.7218	80.966
55515	56444	339	0.7627	-43.018
26210	90623	339	0.6942	-134.276
16043	18187	339	0.8015	27.792
85497	86320	339	0.7477	69.039
86493	101014	339	0.6801	-178.280
16043	92267	339	0.769	-96.985
11365	16043	339	0.6839	13.217
11365	86698	339	0.6909	-212.191
9767	12025	339	0.7357	-61.932
24404	57021	339	0.6972	-281.586
56444	86320	339	0.7231	301.445
24404	55515	339	0.6879	-274.579
15359	16043	339	0.7454	53.175
11365	86320	339	0.6984	-111.184
11977	55467	339	0.6833	-322.699
11365	87483	339	0.7592	-212.249
9767	56785	339	0.7075	-284.249
11365	53286	339	0.731	-82.732
12025	24404	339	0.6851	-97.132
18187	32679	339	0.7148	-96.087
9767	26210	339	0.7028	-126.009
9767	11977	339	0.7137	-74.932
9767	109070	339	0.7027	-82.152
8208	90623	339	0.6922	-255.340
86320	86493	339	0.6984	-108.910
76633	80555	341	0.704	71.981
11288	22063	341	0.6872	-59.995
40500	48522	341	0.6974	54.032
18042	20416	341	0.7302	-171.948
22063	23532	341	0.6961	43.033
21771	65584	341	0.7276	2.006
21771	69690	341	0.6865	212.123
12918	14699	341	0.6889	-40.086
11288	39708	341	0.713	-38.027
20416	23532	341	0.7292	207.082
11288	23271	341	0.6882	5.102
35725	36999	341	0.6993	1.906
21771	55169	341	0.7335	-33.947
36999	65584	341	0.6814	-18.021
61531	80555	341	0.6846	-180.171
12918	23532	341	0.7385	-74.087
22063	67293	341	0.6973	-135.086
36999	61531	341	0.6917	-6.011
61531	69103	341	0.69	80.966
11288	18042	341	0.7902	-52.095
35725	61531	341	0.6895	-4.105
23532	67293	341	0.7378	-178.119
39708	42704	341	0.7051	11.968
28561	48522	341	0.687	-96.172
14699	76633	341	0.6803	-384.247
48522	61531	341	0.6963	5.989
29283	61531	341	0.7253	-136.016
20416	22063	341	0.6902	164.049
21771	23271	341	0.7164	134.173
61531	96452	341	0.7037	-206.183
32835	48522	341	0.6871	-100.052
20416	25735	341	0.6853	245.004
16255	65584	341	0.7045	-90.020
52675	69103	341	0.6833	48.940
61531	75751	341	0.6979	33.932
18042	22063	341	0.686	-7.900
23271	25735	341	0.7205	15.859
68892	90971	342	0.652	185.942
28205	32005	343	0.7028	11.997
18299	28205	343	0.7176	-106.044
20019	28842	343	0.6962	-106.038
11698	23919	343	0.7362	-212.086
11698	18299	343	0.7655	0.002
18299	24627	343	0.7001	-106.051
21439	28842	343	0.8192	0.000
27200	28842	343	0.7206	-229.111
23919	31768	343	0.702	0.006
10237	28278	343	0.7759	-94.049
28842	31768	343	0.6969	0.006
10237	15142	343	0.6827	-0.004
20019	21439	343	0.7949	-106.038
28278	31768	343	0.6947	-118.036
23919	28842	343	0.7907	0.000
11698	17314	343	0.8044	-106.048
17314	23919	343	0.7937	-106.038
24627	28205	343	0.7866	0.007
21439	23919	343	0.8264	-0.000
10237	17758	343	0.6806	-107.053
11698	17758	343	0.7862	-107.048
24627	31768	343	0.6915	-106.031
11698	28205	343	0.7015	-106.042
21439	27200	343	0.7419	229.111
17314	20019	343	0.8361	-0.000
17314	21439	343	0.7662	-106.038
21439	31768	343	0.7619	0.006
31768	31892	343	0.7135	-106.047
27032	31892	343	0.6874	-0.000
21439	27032	343	0.7051	-106.041
10237	11698	343	0.7228	-0.005
23919	28205	343	0.7571	106.045
27200	31768	343	0.6991	-229.105
20019	28205	343	0.7218	0.007
11698	20019	343	0.7337	-106.048
11698	24627	343	0.7571	-106.049
10237	27032	343	0.7066	-318.132
20019	24627	343	0.8185	-0.001
23919	24627	343	0.8506	106.037
27032	28278	343	0.7653	224.082
17314	28205	343	0.7575	0.006
23919	27200	343	0.7034	229.112
27032	31768	343	0.7749	106.047
17758	23919	343	0.7112	-105.038
17314	24627	343	0.854	-0.001
10237	21630	343	0.6819	-107.052
17758	18299	343	0.7016	107.050
17314	17758	343	0.726	-1.000
17758	21439	343	0.7276	-105.038
21439	24627	343	0.7951	106.037
20019	23919	343	0.7882	-106.038
10237	25213	343	0.6823	-107.052
21439	31892	343	0.6952	-106.041
24627	28842	343	0.7481	-106.037
71454	73078	346	0.6422	-84.095
65431	81695	348	0.5977	8.904
13684	17334	349	0.6156	-1.995
17334	19036	349	0.6649	-0.000
85991	104146	350	0.6501	-46.000
77598	82294	351	0.6515	-62.330
48723	82294	351	0.6921	-307.397
24873	97233	355	0.687	129.594
36923	97233	355	0.7117	62.830
36923	101705	355	0.7684	-104.190
26762	90806	355	0.6896	-239.273
22130	97233	355	0.7861	-97.264
97233	101705	355	0.6921	-167.020
26762	99087	355	0.6884	-220.333
23892	36923	355	0.7068	-249.246
97233	104516	355	0.692	-228.173
23611	36923	355	0.6991	-131.132
75077	97233	355	0.6927	-98.115
29524	97233	355	0.6924	-23.227
23611	90806	355	0.7036	-239.257
69217	90806	355	0.6812	-187.154
24155	104516	355	0.6913	-186.372
24904	27127	356	0.6384	1.003
24565	24904	356	0.5373	0.994
8539	17268	356	0.5803	31.992
17268	27127	356	0.5171	-57.959
17268	24904	356	0.623	-58.962
8539	8725	356	0.6188	1.006
8725	16813	356	0.6257	31.987
8725	33197	356	0.5966	-34.074
24565	27127	356	0.6222	1.997
16813	17268	356	0.7566	-1.002
8185	8539	356	0.627	0.019
16810	16813	356	0.7805	1.997
24069	27127	356	0.6003	0.120
16813	24904	356	0.5154	-59.964
7657	8725	356	0.6069	-15.991
24143	27127	356	0.5545	-32.024
16813	27127	356	0.5297	-58.961
8725	16810	356	0.5672	29.990
8725	17268	356	0.5686	30.986
16810	17268	356	0.6554	0.995
88777	101897	363	0.6855	4.617
101863	101897	363	0.7203	-1.000
30908	38583	363	0.7298	58.026
35401	101897	363	0.7325	-254.314
30908	101897	363	0.7001	-86.252
38583	101897	363	0.6987	-144.278
40822	107840	365	0.7156	-0.011
4552	6156	365	0.8775	-0.123
11780	88985	365	0.8121	-0.432
14162	27403	365	0.8802	-0.416
81825	84624	365	0.8899	-0.000
16153	37266	365	0.6244	-0.073
108931	109057	365	0.862	14.016
107821	107850	365	0.8973	-32.026
6156	108879	365	0.7835	0.087
27403	84624	365	0.9	-0.000
6156	108931	365	0.8181	0.051
301	18877	365	0.7505	-32.003
95462	107823	365	0.8993	0.098
58360	67446	365	0.8658	0.000
52748	107821	365	0.8728	0.000
63894	107850	365	0.7738	0.060
52713	105529	365	0.7479	0.000
17867	84624	365	0.8909	-0.397
55837	64388	365	0.8831	0.000
261	1201	365	0.8268	-18.007
15773	105186	365	0.9033	0.119
17688	107812	365	0.6184	-1.006
103511	107876	365	0.9627	-0.000
27403	78295	365	0.8971	-0.000
34340	108537	365	0.8845	-0.000
15773	101400	365	0.9016	0.021
39091	107876	365	0.9288	-0.036
30328	37266	365	0.6493	-0.188
4552	98616	365	0.8884	-0.555
58360	59958	365	0.8804	0.000
91680	93909	365	0.9051	-0.000
108774	108931	365	0.8155	-14.016
4552	108726	365	0.8711	0.998
44318	52468	365	0.8788	-0.379
95462	103511	365	0.9961	0.000
107829	109105	365	0.7841	-14.029
107774	108537	365	0.9754	-0.050
47047	59958	365	0.8384	-0.000
39091	108091	365	0.9262	0.000
52468	73070	365	0.8192	0.000
95462	101400	365	0.9963	0.000
4552	97326	365	0.8363	-0.555
14162	17867	365	0.8968	-0.020
44485	95462	365	0.8936	-14.036
88985	97326	365	0.9493	0.000
12618	27403	365	0.8569	-0.379
12618	81825	365	0.857	-0.379
398	108165	365	0.9765	-0.048
52748	107850	365	0.8205	-32.026
12618	14162	365	0.8865	0.037
12618	17867	365	0.8782	0.017
97326	98616	365	0.875	-0.000
105187	107821	365	0.8638	-0.000
47047	73070	365	0.8965	-0.000
95462	108091	365	0.9651	0.036
107829	109057	365	0.8601	-0.050
47047	55837	365	0.8521	-0.000
101400	107823	365	0.9013	0.098
101400	107876	365	0.9647	-0.000
58360	73070	365	0.8643	0.000
11780	97326	365	0.842	-0.432
44485	103511	365	0.8984	-14.036
9923	98616	365	0.8278	-0.416
31455	108815	365	0.6635	0.011
101400	105186	365	0.9986	0.098
97677	107823	365	0.9008	0.098
105187	107850	365	0.7683	-32.026
14162	78295	365	0.915	-0.416
62336	107823	365	0.9112	0.061
105186	107876	365	0.964	-0.098
58360	78295	365	0.9181	0.000
95462	107876	365	0.9616	-0.000
97677	103511	365	0.9981	0.000
52716	107876	365	0.9451	-0.098
52713	106911	365	0.7949	0.000
18877	107821	365	0.7751	32.008
103511	108091	365	0.9652	0.036
64388	69963	365	0.8169	-0.000
11780	87672	365	0.8651	-0.432
52716	105186	365	0.8943	0.000
41970	47047	365	0.8186	0.000
788	108537	365	0.8615	-14.064
15773	105900	365	0.8993	0.021
14162	84624	365	0.8892	-0.416
34340	84624	365	0.9856	-0.484
210	39091	365	0.8667	-0.000
47047	67446	365	0.8447	-0.000
105529	107840	365	0.8201	-32.026
40822	106911	365	0.7079	32.015
103511	105900	365	0.9964	-0.000
52716	62336	365	0.9235	-0.061
105187	106911	365	0.8286	-1.999
108879	109057	365	0.8753	13.979
88985	96215	365	0.8678	0.000
398	108815	365	0.9033	-0.048
11780	91680	365	0.8688	-0.432
44318	47047	365	0.8163	-0.379
34340	55837	365	0.8634	-0.484
63894	107821	365	0.7736	32.087
108931	109105	365	0.9708	0.036
44485	101400	365	0.9023	-14.036
18877	52748	365	0.7236	32.008
11780	93909	365	0.8546	-0.432
31455	108775	365	0.7024	0.074
41970	73070	365	0.8379	0.000
6156	109105	365	0.7859	0.087
98616	108879	365	0.8405	0.520
16153	18920	365	0.6311	0.000
62336	108775	365	0.8083	0.074
47047	64388	365	0.876	-0.000
91680	98616	365	0.8939	-0.000
52713	52748	365	0.745	1.999
14162	97326	365	0.9313	-0.416
41970	59958	365	0.8511	0.000
58360	74561	365	0.8467	0.000
18877	107850	365	0.7842	-0.019
47047	74561	365	0.8274	-0.000
88985	91680	365	0.8649	0.000
87672	93909	365	0.8944	0.000
105187	107812	365	0.7947	-1.001
301	105187	365	0.8266	0.005
15773	97677	365	0.9012	0.021
101400	103511	365	0.9975	0.000
52713	105187	365	0.7069	1.999
107829	108879	365	0.7864	-14.029
105187	105529	365	0.7785	-1.999
54148	107774	365	0.8429	0.050
17867	34340	365	0.8798	0.087
261	106911	365	0.7098	0.000
55837	67446	365	0.8693	0.000
59958	73070	365	0.8944	0.000
301	63894	365	0.7513	-32.082
108165	108815	365	0.9135	-0.000
55837	73070	365	0.8692	0.000
398	105187	365	0.8199	-1.995
398	108775	365	0.9181	0.014
103511	105186	365	0.9982	0.098
27403	81825	365	0.8833	-0.000
301	105529	365	0.8748	-1.994
59958	78295	365	0.9046	-0.000
14162	93909	365	0.8916	-0.416
1951	63894	365	0.6069	-14.080
14162	34340	365	0.8754	0.067
12618	91680	365	0.8412	-0.379
98616	108931	365	0.8966	0.483
17867	27403	365	0.8813	-0.397
18920	37266	365	0.6852	-0.073
106911	107840	365	0.8941	-32.026
15773	95462	365	0.9016	0.021
52468	67446	365	0.8072	-0.000
6156	9923	365	0.7952	-0.016
301	107812	365	0.8911	-0.996
4552	108931	365	0.8627	-0.072
55837	59958	365	0.8826	0.000
98616	109105	365	0.8414	0.520
52748	63894	365	0.7225	-32.087
103511	107823	365	0.8993	0.098
97677	105900	365	0.9983	-0.000
301	106911	365	0.9285	-1.994
55837	78295	365	0.9206	0.000
301	52748	365	0.8672	0.005
97677	108091	365	0.9657	0.036
14162	88985	365	0.891	-0.416
52748	105187	365	0.7732	0.000
44318	59958	365	0.8478	-0.379
1951	18877	365	0.6127	-14.001
105900	107876	365	0.9631	0.000
67446	74561	365	0.8865	0.000
107774	107840	365	0.882	-3.996
108165	108775	365	0.9218	0.062
31499	69963	365	0.8077	-0.000
41970	78295	365	0.894	0.000
14162	81825	365	0.9178	-0.416
47047	58360	365	0.8473	-0.000
95462	97677	365	0.9972	0.000
34340	58360	365	0.8675	-0.484
108774	109105	365	0.781	-13.979
788	54148	365	0.8634	-14.064
52748	106911	365	0.8751	-1.999
59958	67446	365	0.8502	-0.000
301	107821	365	0.9263	0.005
105529	107812	365	0.8426	0.998
44485	97677	365	0.9008	-14.036
105186	107823	365	0.9016	-0.000
301	107850	365	0.8549	-32.021
788	69963	365	0.8816	-14.547
108706	108931	365	0.8535	-1.995
107876	108091	365	0.9953	0.036
97677	105186	365	0.9995	0.098
52713	107840	365	0.7331	-32.026
17867	96215	365	0.8511	-0.397
31653	73070	365	0.839	-0.395
91680	97326	365	0.8853	0.000
15773	103511	365	0.9007	0.021
44485	105900	365	0.8975	-14.036
52713	107821	365	0.7954	1.999
106911	107812	365	0.9203	0.998
63894	105187	365	0.6762	32.087
4552	9923	365	0.8271	-0.139
108774	109057	365	0.8634	0.000
58360	84624	365	0.8642	-0.000
18877	63894	365	0.6924	-0.079
107812	107821	365	0.918	1.001
18877	105187	365	0.6762	32.008
39091	62336	365	0.9305	0.000
34340	81825	365	0.8825	-0.484
41970	67446	365	0.8321	0.000
87672	88985	365	0.8589	0.000
78295	81825	365	0.9308	0.000
12618	96215	365	0.8396	-0.379
107774	107850	365	0.8964	-1.997
101400	108091	365	0.9645	0.036
41970	55837	365	0.901	0.000
93909	97326	365	0.9561	0.000
12618	93909	365	0.8595	-0.379
84624	107774	365	0.8852	0.533
31499	54148	365	0.7719	0.483
39370	41970	365	0.8761	-0.000
40822	105529	365	0.6532	32.015
108775	108815	365	0.9922	-0.062
52748	105529	365	0.8206	-1.999
87672	97326	365	0.8789	0.000
17867	81825	365	0.877	-0.397
93909	96215	365	0.9091	0.000
78295	84624	365	0.9522	-0.000
18877	40822	365	0.6384	-2.006
17867	91680	365	0.8998	-0.397
67446	73070	365	0.8296	0.000
30114	30328	365	0.8912	0.151
34340	107774	365	0.8826	0.049
4552	93909	365	0.8224	-0.555
93909	98616	365	0.9342	-0.000
109057	109105	365	0.8657	-13.979
105900	108091	365	0.9641	0.036
52713	107812	365	0.7629	0.998
105529	107821	365	0.8765	1.999
95462	105900	365	0.9956	-0.000
97677	101400	365	0.9996	0.000
17688	107850	365	0.641	-32.031
95462	105186	365	0.9978	0.098
39091	52716	365	0.9225	0.061
4552	108879	365	0.8268	-0.036
91680	96215	365	0.8705	0.000
96215	97326	365	0.8556	0.000
52716	108091	365	0.9468	-0.061
17867	87672	365	0.8443	-0.397
52748	107812	365	0.8386	-1.001
31455	62336	365	0.8998	-0.000
69963	107774	365	0.9059	0.533
301	52713	365	0.7945	-1.994
88985	93909	365	0.9269	-0.000
106911	107821	365	0.96	1.999
81825	97326	365	0.831	0.000
107823	107876	365	0.952	-0.098
108879	109105	365	0.9894	0.000
88985	98616	365	0.8579	-0.000
788	31499	365	0.8333	-14.547
96215	98616	365	0.9067	-0.000
96215	108931	365	0.8073	0.483
105186	105900	365	0.9977	-0.098
107840	107850	365	0.9834	1.999
97677	107876	365	0.9645	-0.000
1951	107850	365	0.6831	-14.020
78295	107774	365	0.8897	0.533
87672	91680	365	0.909	0.000
39091	107823	365	0.9225	0.061
107829	108774	365	0.9592	-0.050
101400	105900	365	0.998	-0.000
52716	107823	365	0.9956	-0.000
41970	58360	365	0.8988	0.000
55837	58360	365	0.9283	0.000
105186	108091	365	0.9671	-0.061
788	64388	365	0.8387	-14.547
64388	74561	365	0.8263	0.000
64388	73070	365	0.8225	0.000
84624	108537	365	0.8876	0.483
37266	63894	365	0.6912	0.112
44318	64388	365	0.8175	-0.379
107823	108091	365	0.9489	-0.061
108879	108931	365	0.978	-0.036
105529	106911	365	0.8788	-0.000
398	31455	365	0.6926	-0.060
6156	108774	365	0.7846	14.066
34340	78295	365	0.9445	-0.484
788	44318	365	0.8108	-14.168
788	107774	365	0.8762	-14.014
12618	84624	365	0.8686	-0.379
69963	108537	365	0.8989	0.483
4552	109105	365	0.8284	-0.036
18858	40822	365	0.6762	-0.006
27403	108537	365	0.8258	0.483
27403	34340	365	0.8938	0.484
108774	108879	365	0.7886	-13.979
79690	82804	368	0.8882	-2.014
65360	84545	369	0.6199	-67.298
61854	84545	369	0.6067	-152.298
7044	9907	372	0.6502	-28.031
6177	7044	372	0.7675	-0.000
9907	11866	372	0.8869	0.000
7044	11866	372	0.6439	-28.031
6177	11866	372	0.6913	-28.031
6177	9907	372	0.7366	-28.031
12326	13617	376	0.5075	-55.991
13617	50620	376	0.5412	-51.997
13617	61413	376	0.5181	-20.005
7838	12326	376	0.6637	-0.001
18053	25318	378	0.7168	-115.085
22765	44556	378	0.7918	50.016
22765	23212	378	0.6593	7.095
18485	22765	378	0.7358	-53.126
18485	22394	378	0.7022	-65.087
18246	22765	378	0.699	83.947
18246	23266	378	0.6545	69.059
23212	24206	378	0.6704	-167.109
20322	22765	378	0.7205	195.985
17318	23266	378	0.6891	-81.067
22765	94035	378	0.6736	-173.185
20322	23266	378	0.6879	181.098
22765	23266	378	0.753	-14.888
22394	44556	378	0.6503	61.978
18080	25318	378	0.7202	-137.067
18485	44556	378	0.6687	-3.109
22394	22765	378	0.7344	11.962
