CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
23370	24101	451	0.5197	-1.006
21118	23370	451	0.5843	-32.025
19248	26620	451	0.7284	18.006
23370	26612	451	0.533	-2.007
26479	26620	451	0.599	1.003
21118	26673	451	0.5769	-32.024
21118	26620	451	0.6762	0.001
26564	26620	451	0.6049	33.028
26564	26612	451	0.5541	-1.003
19248	26673	451	0.6439	-14.019
19248	23370	451	0.5272	-14.019
26479	26564	451	0.5453	-32.025
21118	26479	451	0.6226	-1.003
19248	21118	451	0.6493	18.005
23370	26620	451	0.5123	32.025
23370	26673	451	0.5059	0.000
27046	27090	452	0.7676	0.992
27035	27046	452	0.7582	-1.995
27035	27090	452	0.7267	-1.003
70166	73756	464	0.5929	0.000
28935	37665	465	0.7413	-27.749
37665	90824	465	0.7092	-385.601
23392	37665	465	0.6855	-5.708
15362	37665	465	0.7092	7.373
24918	37665	465	0.7192	124.429
28970	59821	465	0.716	-75.109
22658	28970	465	0.7069	72.996
18419	37665	465	0.7762	2.239
4003	42003	465	0.6855	-144.093
4530	29287	465	0.7077	-404.097
17162	22658	465	0.7071	-271.107
23629	30045	465	0.7966	-269.032
17162	18419	465	0.7115	-54.010
14133	24918	465	0.7138	-148.035
18419	30045	465	0.7	-211.070
22658	56369	465	0.6988	-115.259
22658	26851	465	0.7513	199.028
37665	56136	465	0.689	-291.573
37665	39004	465	0.7891	-241.339
22658	29287	465	0.7129	-81.000
28935	39004	465	0.717	-269.088
17162	26851	465	0.7078	-72.079
4003	14133	465	0.6843	-58.039
41187	41188	471	0.7963	-322.255
41187	41248	471	0.7623	-9.013
41187	41249	471	0.8329	-9.511
41188	41248	471	0.7725	313.242
12359	53806	473	0.6285	-341.855
12359	53800	473	0.6653	-333.861
46103	53819	473	0.6653	-77.910
53800	53819	473	0.6848	1.998
53800	53899	473	0.6455	133.949
12170	12359	473	0.6785	-1.960
34911	53819	473	0.6446	-189.858
53799	53806	473	0.624	-5.995
12359	46103	473	0.6222	-253.953
53800	53806	473	0.6469	-7.993
53799	53819	473	0.6981	3.997
46103	53800	473	0.6972	-79.908
12359	53799	473	0.6578	-335.860
53799	53899	473	0.6363	135.948
53806	53819	473	0.6476	9.992
53799	53800	473	0.7319	1.999
74546	81235	475	0.8696	-83.071
79399	84126	475	0.9109	-4.013
84043	84242	475	0.9019	57.960
76730	84126	475	0.8827	-51.989
73954	79288	475	0.9053	24.018
83738	84032	475	0.8909	35.975
83229	83968	475	0.8895	1.986
82985	83229	475	0.891	-21.965
81187	84126	475	0.8814	4.094
72945	82242	475	0.8768	-23.303
82985	84242	475	0.8888	36.977
75987	78137	475	0.8704	-0.995
79693	82985	475	0.9389	-37.974
83968	84032	475	0.949	57.955
82985	83968	475	0.948	-19.979
72793	81478	475	0.8786	-85.139
73184	84242	475	0.8643	-19.100
62855	79288	475	0.8618	68.045
81187	84242	475	0.9007	0.001
43711	87657	475	0.8669	-18.887
84126	84242	475	0.881	-4.093
80417	81227	475	0.8751	-195.033
74546	81227	475	0.9036	-61.092
79693	83738	475	0.8675	-35.973
79573	81227	475	0.8762	-80.101
76730	79693	475	0.8803	-55.086
82985	83738	475	0.9043	2.000
82985	84032	475	0.9649	37.976
81235	83229	475	0.934	25.027
74861	81227	475	0.8775	-119.131
79573	84126	475	0.9099	-14.017
79693	83229	475	0.8657	-59.939
79573	82165	475	0.8725	24.014
62855	72085	475	0.8846	82.002
83229	84032	475	0.8696	59.941
79693	83968	475	0.9217	-57.953
72085	77311	475	0.8618	-102.011
43711	79399	475	0.866	7.103
73954	77311	475	0.871	-64.036
84032	84242	475	0.8893	-0.998
79399	82165	475	0.8709	34.019
76730	83968	475	0.862	-113.039
80633	82165	475	0.8754	31.978
81227	83229	475	0.9049	3.048
81478	82242	475	0.8889	21.989
77831	84043	475	0.8697	-70.098
77831	78911	475	0.8753	-16.008
74861	82242	475	0.8738	-49.097
84126	87657	475	0.8973	-21.977
77152	78911	475	0.8648	25.024
81460	84043	475	0.9016	27.018
78137	80417	475	0.8783	138.009
79693	84242	475	0.8926	-0.996
43711	84126	475	0.923	3.090
79288	79399	475	0.8803	-36.035
81227	84126	475	0.8773	66.084
83968	84242	475	0.8723	56.957
43711	82165	475	0.9173	41.122
79399	79573	475	0.8805	10.004
82165	87657	475	0.8869	-60.009
81227	82242	475	0.8924	70.034
82165	83229	475	0.8673	-101.067
80417	82242	475	0.8949	-124.999
79693	84032	475	0.926	0.002
73954	79399	475	0.9194	-12.017
83738	83968	475	0.8812	-21.980
72085	73954	475	0.8914	-37.975
83229	84126	475	0.889	63.036
79288	81227	475	0.8749	-106.131
74546	83229	475	0.9093	-58.044
76730	82165	475	0.8654	-13.958
43711	81227	475	0.8807	-62.994
73954	79573	475	0.8685	-2.012
82165	84126	475	0.9467	-38.032
81227	87657	475	0.8775	44.107
100296	108365	479	0.6479	224.124
3342	12315	479	0.6925	-142.080
31954	95917	479	0.6854	-345.295
12315	95917	479	0.6912	-241.342
95917	98005	479	0.6468	-51.028
20148	33671	479	0.665	-57.078
89367	100296	479	0.6678	-94.136
95917	100296	479	0.7503	-55.059
3342	18237	479	0.6566	-225.112
3342	95917	479	0.6608	-383.422
15031	29685	479	0.6595	23.781
15031	20148	479	0.6796	46.817
12315	18237	479	0.6401	-83.032
89367	108365	479	0.6832	129.988
20148	31954	479	0.6928	44.989
12315	15861	479	0.6604	68.944
16134	23904	481	0.6411	-340.063
16134	38574	481	0.5396	-279.059
15115	36310	484	0.5401	-122.995
7421	36310	484	0.5771	-99.026
36310	63625	484	0.5497	-12.119
72447	86035	485	0.6025	-93.157
48694	51959	488	0.8982	-32.025
51959	55472	488	0.847	0.001
29140	38047	489	0.9997	0.000
32045	38047	489	0.9989	0.000
29140	44893	489	0.9261	0.000
38047	44893	489	0.923	0.000
32045	44893	489	0.9226	0.000
24618	44893	489	0.9116	0.000
24618	29140	489	0.9831	0.000
24618	38047	489	0.9835	0.000
24618	32045	489	0.9839	0.000
29140	32045	489	0.9988	0.000
91787	96112	490	0.5722	112.031
57938	72324	492	0.7314	-0.036
39784	87142	492	0.7304	2.091
39784	72324	492	0.7829	-2.014
72324	84477	492	0.7434	0.000
19259	46542	494	0.758	-1.996
46542	56602	494	0.8537	-31.964
19385	73335	494	0.6686	-250.338
44882	56552	494	0.6741	-5.947
46222	47669	494	0.8709	2.015
19259	57684	494	0.7301	-79.907
46222	46363	494	0.7843	-97.929
46114	47669	494	0.6879	1.020
41143	46530	494	0.6362	1.001
46433	48554	494	0.7	2.000
19259	44882	494	0.6817	-30.010
56602	57669	494	0.7654	-43.950
19259	56602	494	0.7284	-33.960
19385	46222	494	0.7375	-1.993
32114	33045	494	0.7048	25.977
46132	57684	494	0.6288	-77.825
13410	47669	494	0.6969	-71.967
37551	37756	494	0.8942	-1.994
46530	57669	494	0.815	-77.911
56552	57669	494	0.7781	-41.954
46363	73335	494	0.6222	-150.416
44882	46542	494	0.7643	28.014
56552	56602	494	0.7712	1.997
46542	48554	494	0.7594	0.994
46542	57684	494	0.881	-77.911
19385	46206	494	0.7197	0.002
13410	46206	494	0.6709	-71.988
44882	57684	494	0.7577	-49.897
37551	66454	494	0.6707	-59.010
37756	46222	494	0.7959	30.011
46206	46222	494	0.9342	-1.995
46542	57669	494	0.8153	-75.914
44882	56602	494	0.7468	-3.950
48554	57669	494	0.6401	-76.908
37551	41143	494	0.6448	-0.999
56552	57684	494	0.7519	-43.951
46206	66454	494	0.7562	-89.022
37551	46206	494	0.7878	30.012
56602	57684	494	0.8524	-45.947
48554	57684	494	0.7327	-78.905
13410	46222	494	0.6464	-73.983
46542	56552	494	0.7852	-33.961
46222	65950	494	0.6466	-89.026
46206	47669	494	0.897	0.020
19385	47669	494	0.6746	0.022
46530	46542	494	0.9712	-1.997
19259	57669	494	0.6747	-77.910
19385	46363	494	0.7339	-99.922
46114	46222	494	0.8123	-0.996
19259	46530	494	0.7485	0.001
46206	46363	494	0.7733	-99.924
57669	57684	494	0.8121	-1.997
44882	46530	494	0.7612	30.011
44882	48554	494	0.6435	29.007
19259	56552	494	0.7006	-35.957
46433	56552	494	0.644	-32.954
46530	56552	494	0.7844	-35.957
37756	41143	494	0.6971	0.995
46530	48554	494	0.737	-1.003
46363	47669	494	0.7242	99.944
19385	27399	494	0.6226	62.001
65966	66454	494	0.658	-194.016
46114	46206	494	0.7243	0.999
27399	32114	494	0.63	-27.993
65950	66454	494	0.6407	1.999
41143	46114	494	0.7598	30.011
48554	56602	494	0.7181	-32.957
44882	57669	494	0.701	-47.900
46530	56602	494	0.8502	-33.961
19385	45458	494	0.6349	-74.991
46433	57684	494	0.6283	-76.905
46530	57684	494	0.8774	-79.908
7463	7980	496	0.8437	-31.972
7980	16371	496	0.7823	27.928
7463	16429	496	0.777	-6.034
7980	16429	496	0.7768	25.938
7463	16371	496	0.7567	-4.044
77508	79273	500	0.75	-1.003
77484	77508	500	0.8129	54.046
77364	77508	500	0.6762	0.038
77484	79273	500	0.7059	53.043
10141	67272	501	0.5361	-253.172
8797	10141	501	0.5394	-140.011
10034	35857	503	0.51	-0.003
9705	10034	503	0.6404	-0.089
10034	38581	503	0.5418	-0.003
3258	103712	508	0.7942	0.002
14993	46928	508	0.8318	90.071
4115	13746	508	0.9423	-0.000
14993	46398	508	0.8166	89.996
4115	4622	508	0.7627	-0.984
46398	46928	508	0.9483	0.075
3258	4115	508	0.857	0.039
103712	106563	508	0.9216	-0.000
14993	89737	508	0.805	44.024
43076	89737	508	0.7997	50.032
32275	105409	508	0.777	2.963
81313	89737	508	0.8659	-0.008
4622	15562	508	0.7764	2.958
66169	66842	508	0.769	1.003
4622	4963	508	0.8015	15.995
4963	41441	508	0.8988	1.979
44788	45699	508	0.823	-0.077
46398	89737	508	0.7882	-45.972
4115	32275	508	0.7775	-3.000
103712	105409	508	0.9207	-0.000
14993	81313	508	0.8029	44.032
43076	46928	508	0.8453	96.079
43076	81313	508	0.805	50.040
46398	81313	508	0.8189	-45.964
46928	89737	508	0.8217	-46.047
32275	103712	508	0.8561	2.963
12103	45699	508	0.78	-76.109
12103	74275	508	0.8268	0.001
4115	48764	508	0.7912	-3.000
3714	4963	508	0.9774	-0.000
4622	46398	508	0.7899	-6.007
4622	46928	508	0.8042	-5.932
4963	7604	508	0.7922	0.000
66842	74275	508	0.8531	-0.000
3714	41441	508	0.8159	1.979
43076	46398	508	0.8115	96.005
3258	13746	508	0.8068	0.039
43077	66169	508	0.8828	-25.991
14935	43077	508	0.7668	-6.008
43076	66842	508	0.8725	-25.991
4622	4626	508	0.8228	-1.001
12103	66842	508	0.9269	0.001
32275	106563	508	0.7822	2.963
46928	81313	508	0.8342	-46.039
8175	48764	508	0.7845	9.011
32275	48764	508	0.7645	0.000
45699	66842	508	0.8216	76.111
14993	43076	508	0.8142	-6.009
14935	89737	508	0.7776	45.028
12103	43076	508	0.8292	25.993
14935	66169	508	0.7641	-31.999
7604	41441	508	0.8023	1.979
3258	32275	508	0.8512	-2.961
105409	106563	508	0.922	0.000
4115	8175	508	0.7922	-12.011
41825	55966	510	0.6941	43.013
41728	102360	510	0.7683	105.692
22504	41728	510	0.6801	-98.014
47699	66619	510	0.6905	-328.128
17898	53283	510	0.7072	-240.040
18012	19484	510	0.6904	-51.073
19484	23250	510	0.6926	-7.941
7019	64395	510	0.7377	-50.197
22504	58068	510	0.6827	-109.943
11743	42266	510	0.7004	4.933
6196	59985	510	0.7175	-187.023
15550	18012	510	0.7544	-64.131
59985	93337	510	0.688	-153.312
7019	47681	510	0.7052	-133.260
13696	106269	510	0.6861	-326.391
50434	64395	510	0.6971	273.593
7129	41728	510	0.7177	-374.040
7019	41825	510	0.6964	-488.304
12020	19484	510	0.6959	-21.006
6196	15122	510	0.6981	-252.762
41728	101575	510	0.7217	-106.415
19484	36791	510	0.7013	-48.954
41728	44339	510	0.687	264.025
54363	59985	510	0.6866	47.028
41825	64395	510	0.8397	438.107
7019	7873	510	0.7166	-0.116
7081	7873	510	0.7173	-57.864
7129	18129	510	0.7193	-135.994
15550	44339	510	0.7161	-60.134
18129	47681	510	0.7668	-48.152
8347	53283	510	0.6835	-131.909
15550	19486	510	0.6986	-147.230
15550	106269	510	0.7514	-316.541
54363	93337	510	0.7558	-106.283
54363	80691	510	0.7078	-160.661
6196	12020	510	0.6989	-128.084
30725	59985	510	0.7691	-26.934
11743	36791	510	0.6955	-235.084
15550	38667	510	0.6958	-216.235
6196	26815	510	0.6828	-178.063
18129	41728	510	0.7103	-238.046
15550	19484	510	0.7315	-115.204
17898	26815	510	0.7006	-110.129
64395	66619	510	0.7435	-326.102
38058	78472	514	0.6208	-75.121
35364	78472	514	0.6295	-105.917
69446	89609	515	0.86	-294.329
65065	66242	515	0.8905	-0.851
59979	78530	515	0.8811	-85.200
60274	83534	515	0.867	-181.228
84739	86958	515	0.847	-28.031
55071	84739	515	0.8589	-248.339
60274	68923	515	0.9664	-28.031
68923	85901	515	0.8738	-236.287
67988	78530	515	0.9017	-56.063
66104	67988	515	0.8648	14.016
84739	91245	515	0.8821	-83.091
71237	91245	515	0.8898	-210.235
66104	66242	515	0.8624	0.152
60512	66104	515	0.8408	-29.035
83534	84739	515	0.8808	-29.035
68923	86979	515	0.8969	-208.256
85901	86979	515	0.8456	28.031
70237	83534	515	0.8701	-112.125
60274	85595	515	0.8652	-180.224
85685	88627	515	0.8447	-29.035
65065	69551	515	0.9133	14.016
60274	86979	515	0.873	-236.287
71237	83534	515	0.8799	-98.110
84739	88627	515	0.8658	-27.028
68577	69551	515	0.9388	-0.161
85685	86454	515	0.8459	-14.016
59901	59979	515	0.9048	0.103
59901	69551	515	0.9312	-28.031
68548	84739	515	0.8612	-181.228
59901	68577	515	0.9519	-27.871
61419	68548	515	0.9297	-28.031
71237	74609	515	0.9024	-27.028
86454	86979	515	0.8753	-14.016
59901	60274	515	0.8443	-1.979
68548	68923	515	0.9228	1.003
59901	60512	515	0.8568	-14.016
47989	55071	515	0.8469	-14.015
67988	68577	515	0.8802	1.164
68923	88046	515	0.8581	-222.271
60274	61419	515	0.8909	-1.003
85685	86979	515	0.9007	-28.031
67988	69551	515	0.8643	1.003
60195	78530	515	0.9276	-84.094
59901	78530	515	0.8717	-85.097
70237	91245	515	0.8866	-224.251
83534	91245	515	0.9321	-112.125
59979	69551	515	0.8932	-28.134
59901	73275	515	0.8991	-56.063
59979	68577	515	0.9092	-27.974
66242	90696	515	0.8432	-14.131
64094	69414	515	0.8414	-28.031
60274	85685	515	0.8941	-208.256
83534	86979	515	0.8726	-55.059
60195	67988	515	0.9007	-28.031
83534	88627	515	0.8817	-56.063
69414	89609	515	0.8737	-308.344
59979	73275	515	0.8685	-56.166
69551	78530	515	0.8751	-57.066
68577	73275	515	0.9282	-28.192
60195	69551	515	0.8781	-27.028
68548	88627	515	0.8497	-208.256
69257	91245	515	0.9038	-308.345
60195	68577	515	0.8655	-26.867
85595	91245	515	0.8682	-113.129
69257	83534	515	0.8984	-196.219
69414	91245	515	0.8765	-309.348
69257	70237	515	0.8431	-84.094
55071	69257	515	0.8985	-23.085
85595	86979	515	0.881	-56.063
69257	84739	515	0.8739	-225.254
59979	60195	515	0.852	-1.106
60512	65065	515	0.8973	-28.031
69414	69446	515	0.8599	-14.016
68923	86454	515	0.842	-194.240
59901	60195	515	0.8645	-1.003
59901	67988	515	0.8833	-29.035
86979	88627	515	0.8529	-1.003
60274	86454	515	0.8506	-222.271
68577	78530	515	0.8746	-57.227
71038	74609	515	0.8668	-28.031
69551	73275	515	0.8981	-28.031
86979	91245	515	0.8596	-57.066
61419	68923	515	0.9026	-27.028
86958	88627	515	0.8487	1.003
83534	85595	515	0.8639	1.003
60274	68548	515	0.93	-29.035
83534	85685	515	0.8874	-27.028
69414	85595	515	0.8504	-196.219
59979	67988	515	0.8597	-29.138
65065	66104	515	0.8522	-1.003
73275	78530	515	0.8635	-29.035
64094	91245	515	0.8674	-337.379
70237	71237	515	0.9081	-14.016
55071	91245	515	0.8826	-331.430
12118	15729	516	0.711	140.026
15729	22644	516	0.7358	-214.100
15729	49540	516	0.7086	-202.063
13687	38468	516	0.7023	-103.065
15729	36026	516	0.7194	-71.966
15729	38468	516	0.7161	-90.971
45	76	517	0.7077	27.992
22263	107115	518	0.7004	-196.292
6637	22263	518	0.7216	-144.152
21680	107115	518	0.7715	-288.337
4220	22263	518	0.7117	-181.185
27495	61266	522	0.6187	-367.074
74101	88704	522	0.5485	23.927
35575	61266	522	0.5678	-343.135
32231	61266	522	0.6648	-315.110
51046	74101	522	0.5697	-164.308
35575	88704	522	0.5733	-215.313
57836	61266	522	0.566	-257.997
23610	35575	522	0.5573	98.000
4811	6846	524	0.6549	46.043
3450	7025	524	0.7149	-25.071
6894	6968	524	0.743	-2.939
3450	8714	524	0.7052	-25.038
6968	7677	524	0.7128	2.978
6826	6995	524	0.6526	2.003
3268	6894	524	0.8747	-25.056
6673	7028	524	0.957	0.019
3484	3648	524	0.6694	0.000
6968	6987	524	0.965	-0.022
3269	7025	524	0.6876	-25.069
3268	3450	524	0.7762	-1.995
3037	3447	524	0.7494	-41.028
1615	3450	524	0.672	-0.001
6753	7025	524	0.813	-0.033
1615	8714	524	0.7396	-25.039
3268	3496	524	0.8131	-13.001
3037	6673	524	0.7362	-66.045
3447	6673	524	0.8613	-25.017
6279	6846	524	0.7348	2.018
6673	6968	524	0.7469	-2.978
3447	7028	524	0.8748	-24.998
3496	6894	524	0.7337	-12.055
3653	6894	524	0.7546	-12.056
3268	6673	524	0.8919	-25.017
3450	6991	524	0.6925	-25.002
3496	3648	524	0.9023	-1.996
3268	3447	524	0.8405	-0.000
6846	13217	524	0.6912	-141.986
6987	6988	524	0.7937	-1.997
2159	6894	524	0.8933	-25.056
1615	3447	524	0.7979	1.993
6991	7025	524	0.9592	-0.069
7025	8714	524	0.8145	0.033
6991	8714	524	0.8078	-0.036
6753	8714	524	0.8731	0.000
3269	6753	524	0.7041	-25.036
3496	6673	524	0.7452	-12.016
3648	6991	524	0.6996	-12.001
3269	8714	524	0.6713	-25.036
6673	7677	524	0.9225	-0.000
3653	7028	524	0.7794	-11.998
6987	7028	524	0.9024	3.018
2159	7677	524	0.8683	-25.017
6753	6991	524	0.7977	0.036
6233	6279	524	0.6509	15.011
3269	3450	524	0.7027	0.002
6988	6995	524	0.6129	1.000
6894	7677	524	0.9251	0.039
1615	3268	524	0.7802	1.994
3268	7677	524	0.8468	-25.017
3653	13217	524	0.7526	-139.968
3450	6753	524	0.7349	-25.038
6894	7028	524	0.9618	0.058
1615	3648	524	0.6635	-13.003
1615	2159	524	0.7764	1.994
3268	7028	524	0.8825	-24.998
2159	3653	524	0.8133	-13.000
3447	3653	524	0.7829	-13.000
6988	6991	524	0.8304	3.017
7028	7677	524	0.9365	-0.019
3268	3653	524	0.801	-13.000
1615	6991	524	0.7731	-25.003
6991	7028	524	0.9492	1.999
3648	7025	524	0.6747	-12.069
2159	6673	524	0.9096	-25.017
2159	3496	524	0.8286	-13.001
3037	3653	524	0.7713	-54.027
2159	7028	524	0.8762	-24.998
3447	6894	524	0.8514	-25.056
3269	6991	524	0.6615	-25.000
6805	6970	524	0.755	0.057
3648	3653	524	0.8923	1.996
3648	6279	524	0.6478	1.996
1615	7025	524	0.7767	-25.072
1961	3648	524	0.6555	-1.996
6233	6846	524	0.633	17.029
3450	3648	524	0.662	-13.002
3447	7677	524	0.8393	-25.017
6970	6991	524	0.7126	-0.997
3653	6673	524	0.7555	-12.017
3496	13217	524	0.7484	-139.967
3447	3496	524	0.7625	-13.000
3496	3653	524	0.9682	0.001
3037	6894	524	0.7362	-66.083
3037	3496	524	0.7478	-54.028
3496	7028	524	0.7524	-11.997
6673	6894	524	0.983	-0.039
2159	3447	524	0.8363	-0.000
2159	3450	524	0.7667	-1.995
1615	3269	524	0.6229	-0.003
6970	6995	524	0.6651	-3.013
3648	8714	524	0.6654	-12.037
2159	3268	524	0.9129	0.000
1615	6753	524	0.7218	-25.039
6763	6869	527	0.7982	57.026
7839	107739	527	0.7744	0.094
48247	56198	527	0.859	0.001
48247	52651	527	0.844	2.016
17417	41252	527	0.7414	-360.734
57828	72701	527	0.7901	-15.997
1231	17397	527	0.7717	-183.193
2988	17405	527	0.8024	-144.139
2975	7839	527	0.7445	39.073
1632	1633	527	0.9541	-1.997
17397	17417	527	0.8978	0.499
2988	45068	527	0.7471	-314.262
1231	1632	527	0.8047	-3.993
2975	108838	527	0.7779	39.052
107739	108838	527	0.867	-0.115
45068	48247	527	0.8224	-14.016
52651	56198	527	0.9253	-2.016
3797	17397	527	0.7475	-160.134
52651	54492	527	0.8338	-1.003
1231	3797	527	0.8619	-23.059
1981	4964	527	0.8247	-44.119
1231	2975	527	0.8594	-39.052
52024	54492	527	0.8097	15.028
3797	7839	527	0.7464	23.080
6869	41596	527	0.7522	-28.031
17397	18384	527	0.7503	-5.984
2988	17397	527	0.7851	-145.141
1632	3797	527	0.7856	-19.066
1633	108838	527	0.7447	5.989
17397	17405	527	0.8745	1.002
45068	52651	527	0.8479	-11.999
1231	1633	527	0.8429	-5.989
1632	1658	527	0.9008	-0.018
2988	3008	527	0.7681	-18.011
17405	18384	527	0.7924	-6.986
1632	2975	527	0.7827	-35.059
52651	57828	527	0.7726	11.966
3797	108838	527	0.7798	23.059
18332	18384	527	0.8176	307.268
1231	7839	527	0.7636	0.021
1633	3797	527	0.8043	-17.069
1658	1981	527	0.8394	0.129
2988	17417	527	0.8093	-144.641
48247	54492	527	0.8094	1.013
1231	108838	527	0.7977	-0.000
17417	18332	527	0.7923	-313.751
17417	18384	527	0.8071	-6.484
48247	52024	527	0.8008	-14.015
7839	108838	527	0.7847	-0.021
1633	2975	527	0.8015	-33.063
54492	56198	527	0.8091	-1.013
17405	17417	527	0.9008	-0.502
52024	56198	527	0.7812	14.016
2975	3797	527	0.8414	15.993
1633	2565	527	0.7741	0.053
43704	45068	527	0.8801	1.003
1231	107739	527	0.7432	0.115
2975	17397	527	0.7626	-144.141
52024	52651	527	0.8065	16.031
56198	57828	527	0.7494	13.982
43704	54492	527	0.7432	-12.000
17397	18332	527	0.7632	-313.252
17405	18332	527	0.7686	-314.254
2975	2988	527	0.7554	1.000
4964	6869	527	0.7683	3.011
96512	98857	529	0.85	-28.031
67449	94135	529	0.8139	-126.141
85256	94135	529	0.8107	-28.031
85256	106194	529	0.8336	-182.203
76829	98857	529	0.8338	-140.157
78422	88880	529	0.8092	-196.220
76829	96512	529	0.8296	-112.125
88880	98857	529	0.849	84.094
67449	71292	529	0.8744	-14.016
67449	78422	529	0.904	-56.062
71292	78422	529	0.9596	-42.047
67449	96512	529	0.8627	-140.157
71292	76829	529	0.9198	-14.016
76829	98986	529	0.8009	-141.160
78422	102108	529	0.8721	-140.157
72183	88123	529	0.874	-56.063
71292	98857	529	0.8609	-154.172
71292	89947	529	0.822	-84.094
82382	88123	529	0.917	-28.031
72183	76829	529	0.8136	0.000
67449	76829	529	0.8714	-28.031
76829	102108	529	0.8296	-168.188
96512	98986	529	0.8169	-29.035
71292	85256	529	0.8223	-84.095
86526	88123	529	0.8006	-14.016
35444	67449	529	0.8157	-56.063
72183	82382	529	0.8829	-28.031
76829	89947	529	0.8522	-70.078
54840	98986	529	0.82	-197.223
35444	98986	529	0.825	-225.254
67449	98857	529	0.8207	-168.188
78422	96512	529	0.8637	-84.094
94135	98986	529	0.8857	-43.050
76829	106194	529	0.8203	-252.282
96512	102108	529	0.8079	-56.063
67449	102108	529	0.8295	-196.219
71292	106194	529	0.838	-266.298
78422	98986	529	0.8643	-113.129
78422	106194	529	0.8458	-224.251
67449	98986	529	0.8795	-169.191
78422	98857	529	0.8506	-112.126
71292	96512	529	0.8415	-126.141
67449	85256	529	0.8442	-98.110
71292	98986	529	0.849	-155.176
76829	78422	529	0.9492	-28.031
78422	89947	529	0.828	-42.047
71292	102108	529	0.8565	-182.204
19287	40134	530	0.7312	-378.297
40127	40135	530	0.7695	-408.276
40135	42716	530	0.7539	409.277
72826	72827	530	0.9002	-18.007
70657	72852	530	0.9798	-0.000
40134	42716	530	0.8606	408.273
40134	40586	530	0.7961	408.215
42716	70658	530	0.6904	118.094
19287	23415	530	0.7636	15.995
70657	70658	530	0.9487	-18.010
19287	40586	530	0.7264	29.918
23415	42716	530	0.8293	13.982
23415	40586	530	0.8082	13.923
5572	70657	530	0.6984	30.010
40129	40586	530	0.6809	107.860
40129	40134	530	0.7264	-300.354
34357	40127	530	0.7179	-15.014
19287	42716	530	0.7806	29.977
70658	72827	530	0.7847	-0.996
10357	10716	530	0.7459	0.034
40586	42716	530	0.8553	0.059
72826	72852	530	0.8499	1.000
70657	72826	530	0.8448	-1.000
19287	40127	530	0.7201	28.976
23415	40134	530	0.783	-394.292
5572	12593	530	0.7251	-0.000
40134	40135	530	0.8539	-1.003
40127	42716	530	0.8223	1.001
40129	42716	530	0.7189	107.919
40135	40586	530	0.6895	409.218
40134	43617	530	0.6908	352.208
10716	72852	530	0.7085	30.010
70658	72852	530	0.9742	18.010
43959	45300	532	0.6967	-432.117
13256	13374	536	0.8285	-1.999
13349	13374	536	0.5093	-1.000
13349	14155	536	0.5857	-0.052
13374	14185	536	0.758	-0.055
13256	17888	536	0.5434	-7.003
74160	84390	538	0.8432	-160.128
20071	42061	539	0.5566	10.850
42061	56033	539	0.6105	-235.007
73309	106397	542	0.6611	-112.367
37872	106397	542	0.6925	-475.389
8991	106397	542	0.6665	-469.510
37609	58881	544	0.6532	-27.435
80198	82046	548	0.6623	-48.510
82046	92305	548	0.6356	91.241
88883	92305	548	0.6409	142.601
75366	82046	548	0.6527	-244.570
15777	88695	549	0.5045	-62.233
15778	54953	549	0.5442	-101.198
15777	15778	549	0.5423	-2.000
62885	62995	554	0.667	1.004
61277	62885	554	0.6155	-15.019
61277	62995	554	0.5916	-14.016
63121	64409	560	0.7846	-12.001
59406	62014	560	0.6048	1.008
63121	71139	560	0.6065	-14.015
6238	7113	560	0.6854	-0.000
7113	8321	560	0.8321	-14.018
7102	8321	560	0.6003	-13.010
58481	63121	560	0.617	9.987
59406	62009	560	0.6652	-27.022
64409	69532	560	0.7841	-14.014
8321	8336	560	0.6347	-1.005
62014	64409	560	0.6559	-26.016
59406	64409	560	0.6481	-25.009
63121	64460	560	0.6963	-13.011
6936	59406	560	0.6102	-97.219
6238	6936	560	0.6782	0.124
7102	8336	560	0.6195	-14.016
7102	7113	560	0.6126	1.008
58481	69532	560	0.624	-16.027
64460	69532	560	0.6647	-13.004
59406	63121	560	0.7221	-13.008
6936	7113	560	0.8798	-0.124
7113	8336	560	0.6415	-15.023
7113	59406	560	0.6021	-97.096
62014	63121	560	0.7625	-14.016
59406	64460	560	0.7898	-26.019
64409	64460	560	0.8357	-1.010
63121	69532	560	0.6383	-26.015
62009	64460	560	0.7717	1.003
58481	64409	560	0.699	-2.013
6238	8321	560	0.6454	-14.018
49134	57743	562	0.6597	9.504
42714	43954	563	0.7787	82.006
41785	42714	563	0.577	1.001
31971	40787	564	0.552	48.019
40787	64537	564	0.6182	9.985
74235	76782	570	0.7126	1.003
76782	90450	570	0.5376	-67.923
76782	77741	570	0.7756	-0.286
90450	90487	570	0.6522	-1.997
74235	76601	570	0.5822	62.034
62280	88266	573	0.6469	-72.344
35918	106505	573	0.6615	18.756
88266	106505	573	0.5766	-40.039
68822	106505	573	0.5717	-329.355
23822	23830	580	0.8282	-28.000
23821	23822	580	0.9106	-1.997
23828	23968	580	0.7198	1.999
23354	23830	580	0.9217	0.160
23821	23968	580	0.6451	-74.031
23354	23822	580	0.8529	28.160
23828	23830	580	0.7376	46.033
23354	23828	580	0.698	-45.873
18811	71979	587	0.6747	-58.246
8840	67662	588	0.7841	-158.038
